GSE,GSE_title,GSE_type,GSM,title,source_name_ch1,organism_ch1,characteristics_ch1,platform_id,instrument_model,library_strategy,library_source,supplementary_file,data_completeness
GSE288682,Control versus allergic rhinitis basal cells in response to Der p1 stimulation,Expression profiling by high throughput sequencing,GSM8772999,"airway basal cells, control, fresh, 5","Nasal inferior turbinate, basal cells",Homo sapiens,tissue: Nasal inferior turbinate | cell_type: Basal cells | group: control | treatment: fresh,,,RNA-Seq,transcriptomic,GSE288682_count_matrix.txt.gz,partial_gsm_numbers_estimated
GSE288682,Control versus allergic rhinitis basal cells in response to Der p1 stimulation,Expression profiling by high throughput sequencing,GSM8773000,"airway basal cells, control, fresh, 6","Nasal inferior turbinate, basal cells",Homo sapiens,tissue: Nasal inferior turbinate | cell_type: Basal cells | group: control | treatment: fresh,,,RNA-Seq,transcriptomic,GSE288682_count_matrix.txt.gz,partial_gsm_numbers_estimated
GSE288682,Control versus allergic rhinitis basal cells in response to Der p1 stimulation,Expression profiling by high throughput sequencing,GSM8773001,"airway basal cells, control, cultured_2wk, 1","Nasal inferior turbinate, basal cells",Homo sapiens,tissue: Nasal inferior turbinate | cell_type: Basal cells | group: control | treatment: cultured_2wk,,,RNA-Seq,transcriptomic,GSE288682_count_matrix.txt.gz,partial_gsm_numbers_estimated
GSE288682,Control versus allergic rhinitis basal cells in response to Der p1 stimulation,Expression profiling by high throughput sequencing,GSM8773002,"airway basal cells, control, cultured_2wk, 2","Nasal inferior turbinate, basal cells",Homo sapiens,tissue: Nasal inferior turbinate | cell_type: Basal cells | group: control | treatment: cultured_2wk,,,RNA-Seq,transcriptomic,GSE288682_count_matrix.txt.gz,partial_gsm_numbers_estimated
GSE288682,Control versus allergic rhinitis basal cells in response to Der p1 stimulation,Expression profiling by high throughput sequencing,GSM8773003,"airway basal cells, control, cultured_2wk, 3","Nasal inferior turbinate, basal cells",Homo sapiens,tissue: Nasal inferior turbinate | cell_type: Basal cells | group: control | treatment: cultured_2wk,,,RNA-Seq,transcriptomic,GSE288682_count_matrix.txt.gz,partial_gsm_numbers_estimated
GSE288682,Control versus allergic rhinitis basal cells in response to Der p1 stimulation,Expression profiling by high throughput sequencing,GSM8773004,"airway basal cells, control, cultured_2wk, 4","Nasal inferior turbinate, basal cells",Homo sapiens,tissue: Nasal inferior turbinate | cell_type: Basal cells | group: control | treatment: cultured_2wk,,,RNA-Seq,transcriptomic,GSE288682_count_matrix.txt.gz,partial_gsm_numbers_estimated
GSE288682,Control versus allergic rhinitis basal cells in response to Der p1 stimulation,Expression profiling by high throughput sequencing,GSM8773005,"airway basal cells, control, cultured_2wk, 5","Nasal inferior turbinate, basal cells",Homo sapiens,tissue: Nasal inferior turbinate | cell_type: Basal cells | group: control | treatment: cultured_2wk,,,RNA-Seq,transcriptomic,GSE288682_count_matrix.txt.gz,partial_gsm_numbers_estimated
GSE288682,Control versus allergic rhinitis basal cells in response to Der p1 stimulation,Expression profiling by high throughput sequencing,GSM8773006,"airway basal cells, control, cultured_2wk, 6","Nasal inferior turbinate, basal cells",Homo sapiens,tissue: Nasal inferior turbinate | cell_type: Basal cells | group: control | treatment: cultured_2wk,,,RNA-Seq,transcriptomic,GSE288682_count_matrix.txt.gz,partial_gsm_numbers_estimated
GSE288682,Control versus allergic rhinitis basal cells in response to Der p1 stimulation,Expression profiling by high throughput sequencing,GSM8773007,"airway basal cells, control, cultured_2wk_Derp1, 1","Nasal inferior turbinate, basal cells",Homo sapiens,tissue: Nasal inferior turbinate | cell_type: Basal cells | group: control | treatment: cultured_2wk_Derp1,,,RNA-Seq,transcriptomic,GSE288682_count_matrix.txt.gz,partial_gsm_numbers_estimated
GSE288682,Control versus allergic rhinitis basal cells in response to Der p1 stimulation,Expression profiling by high throughput sequencing,GSM8773008,"airway basal cells, control, cultured_2wk_Derp1, 2","Nasal inferior turbinate, basal cells",Homo sapiens,tissue: Nasal inferior turbinate | cell_type: Basal cells | group: control | treatment: cultured_2wk_Derp1,,,RNA-Seq,transcriptomic,GSE288682_count_matrix.txt.gz,partial_gsm_numbers_estimated
GSE288682,Control versus allergic rhinitis basal cells in response to Der p1 stimulation,Expression profiling by high throughput sequencing,GSM8773009,"airway basal cells, control, cultured_2wk_Derp1, 3","Nasal inferior turbinate, basal cells",Homo sapiens,tissue: Nasal inferior turbinate | cell_type: Basal cells | group: control | treatment: cultured_2wk_Derp1,,,RNA-Seq,transcriptomic,GSE288682_count_matrix.txt.gz,partial_gsm_numbers_estimated
GSE288682,Control versus allergic rhinitis basal cells in response to Der p1 stimulation,Expression profiling by high throughput sequencing,GSM8773010,"airway basal cells, control, cultured_2wk_Derp1, 4","Nasal inferior turbinate, basal cells",Homo sapiens,tissue: Nasal inferior turbinate | cell_type: Basal cells | group: control | treatment: cultured_2wk_Derp1,,,RNA-Seq,transcriptomic,GSE288682_count_matrix.txt.gz,partial_gsm_numbers_estimated
GSE288682,Control versus allergic rhinitis basal cells in response to Der p1 stimulation,Expression profiling by high throughput sequencing,GSM8773011,"airway basal cells, control, cultured_2wk_Derp1, 5","Nasal inferior turbinate, basal cells",Homo sapiens,tissue: Nasal inferior turbinate | cell_type: Basal cells | group: control | treatment: cultured_2wk_Derp1,,,RNA-Seq,transcriptomic,GSE288682_count_matrix.txt.gz,partial_gsm_numbers_estimated
GSE288682,Control versus allergic rhinitis basal cells in response to Der p1 stimulation,Expression profiling by high throughput sequencing,GSM8773012,"airway basal cells, control, cultured_2wk_Derp1, 6","Nasal inferior turbinate, basal cells",Homo sapiens,tissue: Nasal inferior turbinate | cell_type: Basal cells | group: control | treatment: cultured_2wk_Derp1,,,RNA-Seq,transcriptomic,GSE288682_count_matrix.txt.gz,partial_gsm_numbers_estimated
GSE288682,Control versus allergic rhinitis basal cells in response to Der p1 stimulation,Expression profiling by high throughput sequencing,GSM8773013,"airway basal cells, AR, fresh, 1","Nasal inferior turbinate, basal cells",Homo sapiens,tissue: Nasal inferior turbinate | cell_type: Basal cells | group: AR | treatment: fresh,,,RNA-Seq,transcriptomic,GSE288682_count_matrix.txt.gz,partial_gsm_numbers_estimated
GSE288682,Control versus allergic rhinitis basal cells in response to Der p1 stimulation,Expression profiling by high throughput sequencing,GSM8773014,"airway basal cells, AR, fresh, 2","Nasal inferior turbinate, basal cells",Homo sapiens,tissue: Nasal inferior turbinate | cell_type: Basal cells | group: AR | treatment: fresh,,,RNA-Seq,transcriptomic,GSE288682_count_matrix.txt.gz,partial_gsm_numbers_estimated
GSE288682,Control versus allergic rhinitis basal cells in response to Der p1 stimulation,Expression profiling by high throughput sequencing,GSM8773015,"airway basal cells, AR, fresh, 3","Nasal inferior turbinate, basal cells",Homo sapiens,tissue: Nasal inferior turbinate | cell_type: Basal cells | group: AR | treatment: fresh,,,RNA-Seq,transcriptomic,GSE288682_count_matrix.txt.gz,partial_gsm_numbers_estimated
GSE288682,Control versus allergic rhinitis basal cells in response to Der p1 stimulation,Expression profiling by high throughput sequencing,GSM8773016,"airway basal cells, AR, fresh, 4","Nasal inferior turbinate, basal cells",Homo sapiens,tissue: Nasal inferior turbinate | cell_type: Basal cells | group: AR | treatment: fresh,,,RNA-Seq,transcriptomic,GSE288682_count_matrix.txt.gz,partial_gsm_numbers_estimated
GSE288682,Control versus allergic rhinitis basal cells in response to Der p1 stimulation,Expression profiling by high throughput sequencing,GSM8773017,"airway basal cells, AR, fresh, 5","Nasal inferior turbinate, basal cells",Homo sapiens,tissue: Nasal inferior turbinate | cell_type: Basal cells | group: AR | treatment: fresh,,,RNA-Seq,transcriptomic,GSE288682_count_matrix.txt.gz,partial_gsm_numbers_estimated
GSE288682,Control versus allergic rhinitis basal cells in response to Der p1 stimulation,Expression profiling by high throughput sequencing,GSM8773018,"airway basal cells, AR, fresh, 6","Nasal inferior turbinate, basal cells",Homo sapiens,tissue: Nasal inferior turbinate | cell_type: Basal cells | group: AR | treatment: fresh,,,RNA-Seq,transcriptomic,GSE288682_count_matrix.txt.gz,partial_gsm_numbers_estimated
GSE288682,Control versus allergic rhinitis basal cells in response to Der p1 stimulation,Expression profiling by high throughput sequencing,GSM8773019,"airway basal cells, AR, cultured_2wk, 1","Nasal inferior turbinate, basal cells",Homo sapiens,tissue: Nasal inferior turbinate | cell_type: Basal cells | group: AR | treatment: cultured_2wk,,,RNA-Seq,transcriptomic,GSE288682_count_matrix.txt.gz,partial_gsm_numbers_estimated
GSE288682,Control versus allergic rhinitis basal cells in response to Der p1 stimulation,Expression profiling by high throughput sequencing,GSM8773020,"airway basal cells, AR, cultured_2wk, 2","Nasal inferior turbinate, basal cells",Homo sapiens,tissue: Nasal inferior turbinate | cell_type: Basal cells | group: AR | treatment: cultured_2wk,,,RNA-Seq,transcriptomic,GSE288682_count_matrix.txt.gz,partial_gsm_numbers_estimated
GSE288682,Control versus allergic rhinitis basal cells in response to Der p1 stimulation,Expression profiling by high throughput sequencing,GSM8773021,"airway basal cells, AR, cultured_2wk, 3","Nasal inferior turbinate, basal cells",Homo sapiens,tissue: Nasal inferior turbinate | cell_type: Basal cells | group: AR | treatment: cultured_2wk,,,RNA-Seq,transcriptomic,GSE288682_count_matrix.txt.gz,partial_gsm_numbers_estimated
GSE288682,Control versus allergic rhinitis basal cells in response to Der p1 stimulation,Expression profiling by high throughput sequencing,GSM8773022,"airway basal cells, AR, cultured_2wk, 4","Nasal inferior turbinate, basal cells",Homo sapiens,tissue: Nasal inferior turbinate | cell_type: Basal cells | group: AR | treatment: cultured_2wk,,,RNA-Seq,transcriptomic,GSE288682_count_matrix.txt.gz,partial_gsm_numbers_estimated
GSE288682,Control versus allergic rhinitis basal cells in response to Der p1 stimulation,Expression profiling by high throughput sequencing,GSM8773023,"airway basal cells, AR, cultured_2wk, 5","Nasal inferior turbinate, basal cells",Homo sapiens,tissue: Nasal inferior turbinate | cell_type: Basal cells | group: AR | treatment: cultured_2wk,,,RNA-Seq,transcriptomic,GSE288682_count_matrix.txt.gz,partial_gsm_numbers_estimated
GSE288682,Control versus allergic rhinitis basal cells in response to Der p1 stimulation,Expression profiling by high throughput sequencing,GSM8773024,"airway basal cells, AR, cultured_2wk, 6","Nasal inferior turbinate, basal cells",Homo sapiens,tissue: Nasal inferior turbinate | cell_type: Basal cells | group: AR | treatment: cultured_2wk,,,RNA-Seq,transcriptomic,GSE288682_count_matrix.txt.gz,partial_gsm_numbers_estimated
GSE288682,Control versus allergic rhinitis basal cells in response to Der p1 stimulation,Expression profiling by high throughput sequencing,GSM8773025,"airway basal cells, AR, cultured_2wk_Derp1, 1","Nasal inferior turbinate, basal cells",Homo sapiens,tissue: Nasal inferior turbinate | cell_type: Basal cells | group: AR | treatment: cultured_2wk_Derp1,,,RNA-Seq,transcriptomic,GSE288682_count_matrix.txt.gz,partial_gsm_numbers_estimated
GSE288682,Control versus allergic rhinitis basal cells in response to Der p1 stimulation,Expression profiling by high throughput sequencing,GSM8773026,"airway basal cells, AR, cultured_2wk_Derp1, 2","Nasal inferior turbinate, basal cells",Homo sapiens,tissue: Nasal inferior turbinate | cell_type: Basal cells | group: AR | treatment: cultured_2wk_Derp1,,,RNA-Seq,transcriptomic,GSE288682_count_matrix.txt.gz,partial_gsm_numbers_estimated
GSE288682,Control versus allergic rhinitis basal cells in response to Der p1 stimulation,Expression profiling by high throughput sequencing,GSM8773027,"airway basal cells, AR, cultured_2wk_Derp1, 3","Nasal inferior turbinate, basal cells",Homo sapiens,tissue: Nasal inferior turbinate | cell_type: Basal cells | group: AR | treatment: cultured_2wk_Derp1,,,RNA-Seq,transcriptomic,GSE288682_count_matrix.txt.gz,partial_gsm_numbers_estimated
GSE288682,Control versus allergic rhinitis basal cells in response to Der p1 stimulation,Expression profiling by high throughput sequencing,GSM8773028,"airway basal cells, AR, cultured_2wk_Derp1, 4","Nasal inferior turbinate, basal cells",Homo sapiens,tissue: Nasal inferior turbinate | cell_type: Basal cells | group: AR | treatment: cultured_2wk_Derp1,,,RNA-Seq,transcriptomic,GSE288682_count_matrix.txt.gz,partial_gsm_numbers_estimated
GSE288682,Control versus allergic rhinitis basal cells in response to Der p1 stimulation,Expression profiling by high throughput sequencing,GSM8773029,"airway basal cells, AR, cultured_2wk_Derp1, 5","Nasal inferior turbinate, basal cells",Homo sapiens,tissue: Nasal inferior turbinate | cell_type: Basal cells | group: AR | treatment: cultured_2wk_Derp1,,,RNA-Seq,transcriptomic,GSE288682_count_matrix.txt.gz,partial_gsm_numbers_estimated
GSE288682,Control versus allergic rhinitis basal cells in response to Der p1 stimulation,Expression profiling by high throughput sequencing,GSM8773030,"airway basal cells, AR, cultured_2wk_Derp1, 6","Nasal inferior turbinate, basal cells",Homo sapiens,tissue: Nasal inferior turbinate | cell_type: Basal cells | group: AR | treatment: cultured_2wk_Derp1,,,RNA-Seq,transcriptomic,GSE288682_count_matrix.txt.gz,partial_gsm_numbers_estimated
GSE179265,Inflammatory molecular endotypes of nasal polyps derived from Caucasian and Japanese populations,Expression profiling by high throughput sequencing,GSM5412745,Control uncinate process 1,Uncinate process (control),Homo sapiens,tissue: Uncinate process | group: Control,,,RNA-Seq,transcriptomic,GSE179265_readcount_genename.txt.gz,complete
GSE179265,Inflammatory molecular endotypes of nasal polyps derived from Caucasian and Japanese populations,Expression profiling by high throughput sequencing,GSM5412746,Control uncinate process 2,Uncinate process (control),Homo sapiens,tissue: Uncinate process | group: Control,,,RNA-Seq,transcriptomic,GSE179265_readcount_genename.txt.gz,complete
GSE179265,Inflammatory molecular endotypes of nasal polyps derived from Caucasian and Japanese populations,Expression profiling by high throughput sequencing,GSM5412747,Control uncinate process 3,Uncinate process (control),Homo sapiens,tissue: Uncinate process | group: Control,,,RNA-Seq,transcriptomic,GSE179265_readcount_genename.txt.gz,complete
GSE179265,Inflammatory molecular endotypes of nasal polyps derived from Caucasian and Japanese populations,Expression profiling by high throughput sequencing,GSM5412748,Control uncinate process 4,Uncinate process (control),Homo sapiens,tissue: Uncinate process | group: Control,,,RNA-Seq,transcriptomic,GSE179265_readcount_genename.txt.gz,complete
GSE179265,Inflammatory molecular endotypes of nasal polyps derived from Caucasian and Japanese populations,Expression profiling by high throughput sequencing,GSM5412749,Control uncinate process 5,Uncinate process (control),Homo sapiens,tissue: Uncinate process | group: Control,,,RNA-Seq,transcriptomic,GSE179265_readcount_genename.txt.gz,complete
GSE179265,Inflammatory molecular endotypes of nasal polyps derived from Caucasian and Japanese populations,Expression profiling by high throughput sequencing,GSM5412750,Control uncinate process 6,Uncinate process (control),Homo sapiens,tissue: Uncinate process | group: Control,,,RNA-Seq,transcriptomic,GSE179265_readcount_genename.txt.gz,complete
GSE179265,Inflammatory molecular endotypes of nasal polyps derived from Caucasian and Japanese populations,Expression profiling by high throughput sequencing,GSM5412751,Control uncinate process 7,Uncinate process (control),Homo sapiens,tissue: Uncinate process | group: Control,,,RNA-Seq,transcriptomic,GSE179265_readcount_genename.txt.gz,complete
GSE179265,Inflammatory molecular endotypes of nasal polyps derived from Caucasian and Japanese populations,Expression profiling by high throughput sequencing,GSM5412752,Japanese nasal polyp 1,Nasal polyp,Homo sapiens,tissue: Nasal polyp | population: Japanese | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE179265_readcount_genename.txt.gz,complete
GSE179265,Inflammatory molecular endotypes of nasal polyps derived from Caucasian and Japanese populations,Expression profiling by high throughput sequencing,GSM5412753,Japanese nasal polyp 2,Nasal polyp,Homo sapiens,tissue: Nasal polyp | population: Japanese | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE179265_readcount_genename.txt.gz,complete
GSE179265,Inflammatory molecular endotypes of nasal polyps derived from Caucasian and Japanese populations,Expression profiling by high throughput sequencing,GSM5412754,Japanese nasal polyp 3,Nasal polyp,Homo sapiens,tissue: Nasal polyp | population: Japanese | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE179265_readcount_genename.txt.gz,complete
GSE179265,Inflammatory molecular endotypes of nasal polyps derived from Caucasian and Japanese populations,Expression profiling by high throughput sequencing,GSM5412755,Japanese nasal polyp 4,Nasal polyp,Homo sapiens,tissue: Nasal polyp | population: Japanese | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE179265_readcount_genename.txt.gz,complete
GSE179265,Inflammatory molecular endotypes of nasal polyps derived from Caucasian and Japanese populations,Expression profiling by high throughput sequencing,GSM5412756,Japanese nasal polyp 5,Nasal polyp,Homo sapiens,tissue: Nasal polyp | population: Japanese | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE179265_readcount_genename.txt.gz,complete
GSE179265,Inflammatory molecular endotypes of nasal polyps derived from Caucasian and Japanese populations,Expression profiling by high throughput sequencing,GSM5412757,Japanese nasal polyp 6,Nasal polyp,Homo sapiens,tissue: Nasal polyp | population: Japanese | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE179265_readcount_genename.txt.gz,complete
GSE179265,Inflammatory molecular endotypes of nasal polyps derived from Caucasian and Japanese populations,Expression profiling by high throughput sequencing,GSM5412758,Japanese nasal polyp 7,Nasal polyp,Homo sapiens,tissue: Nasal polyp | population: Japanese | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE179265_readcount_genename.txt.gz,complete
GSE179265,Inflammatory molecular endotypes of nasal polyps derived from Caucasian and Japanese populations,Expression profiling by high throughput sequencing,GSM5412759,Japanese nasal polyp 8,Nasal polyp,Homo sapiens,tissue: Nasal polyp | population: Japanese | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE179265_readcount_genename.txt.gz,complete
GSE179265,Inflammatory molecular endotypes of nasal polyps derived from Caucasian and Japanese populations,Expression profiling by high throughput sequencing,GSM5412760,Japanese nasal polyp 9,Nasal polyp,Homo sapiens,tissue: Nasal polyp | population: Japanese | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE179265_readcount_genename.txt.gz,complete
GSE179265,Inflammatory molecular endotypes of nasal polyps derived from Caucasian and Japanese populations,Expression profiling by high throughput sequencing,GSM5412761,Caucasian nasal polyp 1,Nasal polyp,Homo sapiens,tissue: Nasal polyp | population: Caucasian | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE179265_readcount_genename.txt.gz,complete
GSE179265,Inflammatory molecular endotypes of nasal polyps derived from Caucasian and Japanese populations,Expression profiling by high throughput sequencing,GSM5412762,Caucasian nasal polyp 2,Nasal polyp,Homo sapiens,tissue: Nasal polyp | population: Caucasian | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE179265_readcount_genename.txt.gz,complete
GSE179265,Inflammatory molecular endotypes of nasal polyps derived from Caucasian and Japanese populations,Expression profiling by high throughput sequencing,GSM5412763,Caucasian nasal polyp 3,Nasal polyp,Homo sapiens,tissue: Nasal polyp | population: Caucasian | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE179265_readcount_genename.txt.gz,complete
GSE179265,Inflammatory molecular endotypes of nasal polyps derived from Caucasian and Japanese populations,Expression profiling by high throughput sequencing,GSM5412764,Caucasian nasal polyp 4,Nasal polyp,Homo sapiens,tissue: Nasal polyp | population: Caucasian | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE179265_readcount_genename.txt.gz,complete
GSE179265,Inflammatory molecular endotypes of nasal polyps derived from Caucasian and Japanese populations,Expression profiling by high throughput sequencing,GSM5412765,Caucasian nasal polyp 5,Nasal polyp,Homo sapiens,tissue: Nasal polyp | population: Caucasian | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE179265_readcount_genename.txt.gz,complete
GSE179265,Inflammatory molecular endotypes of nasal polyps derived from Caucasian and Japanese populations,Expression profiling by high throughput sequencing,GSM5412766,Caucasian nasal polyp 6,Nasal polyp,Homo sapiens,tissue: Nasal polyp | population: Caucasian | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE179265_readcount_genename.txt.gz,complete
GSE179265,Inflammatory molecular endotypes of nasal polyps derived from Caucasian and Japanese populations,Expression profiling by high throughput sequencing,GSM5412767,Caucasian nasal polyp 7,Nasal polyp,Homo sapiens,tissue: Nasal polyp | population: Caucasian | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE179265_readcount_genename.txt.gz,complete
GSE179265,Inflammatory molecular endotypes of nasal polyps derived from Caucasian and Japanese populations,Expression profiling by high throughput sequencing,GSM5412768,Caucasian nasal polyp 8,Nasal polyp,Homo sapiens,tissue: Nasal polyp | population: Caucasian | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE179265_readcount_genename.txt.gz,complete
GSE179265,Inflammatory molecular endotypes of nasal polyps derived from Caucasian and Japanese populations,Expression profiling by high throughput sequencing,GSM5412769,Additional nasal sample 1,Nasal tissue,Homo sapiens,tissue: Nasal tissue | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE179265_readcount_genename.txt.gz,partial_titles_estimated
GSE179265,Inflammatory molecular endotypes of nasal polyps derived from Caucasian and Japanese populations,Expression profiling by high throughput sequencing,GSM5412770,Additional nasal sample 2,Nasal tissue,Homo sapiens,tissue: Nasal tissue | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE179265_readcount_genename.txt.gz,partial_titles_estimated
GSE179265,Inflammatory molecular endotypes of nasal polyps derived from Caucasian and Japanese populations,Expression profiling by high throughput sequencing,GSM5412771,Additional nasal sample 3,Nasal tissue,Homo sapiens,tissue: Nasal tissue | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE179265_readcount_genename.txt.gz,partial_titles_estimated
GSE179265,Inflammatory molecular endotypes of nasal polyps derived from Caucasian and Japanese populations,Expression profiling by high throughput sequencing,GSM5412772,Additional nasal sample 4,Nasal tissue,Homo sapiens,tissue: Nasal tissue | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE179265_readcount_genename.txt.gz,partial_titles_estimated
GSE179265,Inflammatory molecular endotypes of nasal polyps derived from Caucasian and Japanese populations,Expression profiling by high throughput sequencing,GSM5412773,Additional nasal sample 5,Nasal tissue,Homo sapiens,tissue: Nasal tissue | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE179265_readcount_genename.txt.gz,partial_titles_estimated
GSE179265,Inflammatory molecular endotypes of nasal polyps derived from Caucasian and Japanese populations,Expression profiling by high throughput sequencing,GSM5412774,Additional nasal sample 6,Nasal tissue,Homo sapiens,tissue: Nasal tissue | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE179265_readcount_genename.txt.gz,partial_titles_estimated
GSE179265,Inflammatory molecular endotypes of nasal polyps derived from Caucasian and Japanese populations,Expression profiling by high throughput sequencing,GSM5412775,Additional nasal sample 7,Nasal tissue,Homo sapiens,tissue: Nasal tissue | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE179265_readcount_genename.txt.gz,partial_titles_estimated
GSE179265,Inflammatory molecular endotypes of nasal polyps derived from Caucasian and Japanese populations,Expression profiling by high throughput sequencing,GSM5412776,Additional nasal sample 8,Nasal tissue,Homo sapiens,tissue: Nasal tissue | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE179265_readcount_genename.txt.gz,partial_titles_estimated
GSE179265,Inflammatory molecular endotypes of nasal polyps derived from Caucasian and Japanese populations,Expression profiling by high throughput sequencing,GSM5412777,Additional nasal sample 9,Nasal tissue,Homo sapiens,tissue: Nasal tissue | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE179265_readcount_genename.txt.gz,partial_titles_estimated
GSE179265,Inflammatory molecular endotypes of nasal polyps derived from Caucasian and Japanese populations,Expression profiling by high throughput sequencing,GSM5412778,NP1327,Nasal tissue,Homo sapiens,tissue: Nasal tissue | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE179265_readcount_genename.txt.gz,partial_titles_estimated
GSE179265,Inflammatory molecular endotypes of nasal polyps derived from Caucasian and Japanese populations,Expression profiling by high throughput sequencing,GSM5412779,NP1400,Nasal tissue,Homo sapiens,tissue: Nasal tissue | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE179265_readcount_genename.txt.gz,partial_titles_estimated
